name,id,breadcrumbs,price,price2,parameters,categories,exhibitions,date,sales,details
"""达利园 瑞士卷混合口味(香蕉味、草莓味、香橙味) 200g/袋  16袋/箱""","""3208945""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥13.50 /袋""","""¥14.00 /袋""","{""品牌"": ""达利园"", ""规格"": ""200g/袋"", ""储存条件"": ""常温"", ""加工工艺"": ""烘烤类"", ""净含量"": ""200g"", ""是否含糖"": ""含糖"", ""原产地"": ""中国""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508962/1606213013146/Original/1_3208945.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508962/1606213013146/Original/2_3208945.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508962/1606213013146/Original/3_3208945.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508962/1606213013146/Original/4_3208945.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508962/1606213013146/Original/5_3208945.jpg/DetailBig""]","""2020-03-30""",894,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208945/194590/3208945_1.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208945/194590/3208945_2.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208945/194590/3208945_3.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208945/194590/3208945_4.jpg""]"
"""福临门 压榨一级葵花油 1.8L  6桶/箱""","""WF239232""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥50.00 /桶""","""¥60.00 /桶""","{""品牌"": ""福临门"", ""规格"": ""桶""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/6308916/1628576119105/Original/1_WF239232.jpg/DetailBig""]","""2013-01-30""",98,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF239232/1628576102748/WF239232_01.jpg""]"
"""金龙鱼 压榨一级特香花生油 1.8L/桶 6桶/箱  (非转基因)""","""3247960""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥63.00 /瓶""","""¥68.10 /瓶""","{""品牌"": ""金龙鱼"", ""规格"": ""1.8L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220730/9979631/Original/1_3247960.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220730/9979633/Original/2_3247960.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220730/9979634/Original/5_3247960.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220730/9979635/Original/3_3247960.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220730/9979636/Original/3_3247960.jpg/DetailBig""]","""2019-05-14""",949,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3247960/1650434131397/3247960_14.jpg""]"
"""雀巢 Nestle 宝路糖 750g/袋  6袋/箱 (薄荷味)""","""318004""","[""食品饮料"", ""休闲速食"", ""糖果/巧克力""]","""¥60.00 /袋""","""¥61.80 /袋""","{""品牌"": ""雀巢"", ""规格"": ""750g/袋"", ""包装单位"": ""袋"", ""类型"": ""糖果"", ""形状"": ""粒状"", ""原产地"": ""中国大陆""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20579/4072/Original/4072_6999880.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20579/4072/Original/4072_6999881.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20579/4072/Original/4072_6999882.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20579/4072/Original/4072_6999883.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20579/4072/Original/4072_6999884.jpg/DetailBig""]","""2022-03-20""",511,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/318004/146800/318004_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/318004/146800/318004_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/318004/146800/318004_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/318004/146800/318004_04.jpg""]"
"""金龙鱼 玉米油 5L/桶 4桶/箱  (非转基因)""","""3200738""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥109.38 /桶""","""¥114.38 /桶""","{""品牌"": ""金龙鱼"", ""规格"": ""5L/桶 4桶/箱""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/500755/1657596862130/Original/1_3200738.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/500755/1657596862130/Original/2_3200738.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/500755/1657596862130/Original/3_3200738.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/500755/1657596862130/Original/4_3200738.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/500755/1657596862130/Original/5_3200738.jpg/DetailBig""]","""2012-10-30""",97,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3200738/1657693274763/3200738_12.jpg""]"
"""奥利奥 Oreo 夹心饼干 116g 24盒/箱 (原味) 116g  24盒/箱""","""3005947""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥8.85 /盒""","""¥11.00 /盒""","{""品牌"": ""奥利奥"", ""规格"": ""116g"", ""包装方式"": ""简装"", ""储存条件"": ""常温、阴凉、避光处"", ""净含量"": ""116g"", ""是否含糖"": ""含糖"", ""适用人群"": ""通用"", ""原产地"": ""中国大陆"", ""质保期"": ""12个月""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/305947/Original/305947_8401774.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/305947/Original/305947_8401772.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/305947/Original/305947_8401773.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/305947/Original/305947_8401775.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/305947/Original/305947_8401776.jpg/DetailBig""]","""2018-02-14""",343,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3005947/205870/3005947_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3005947/205870/3005947_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3005947/205870/3005947_03.jpg""]"
"""福临门 压榨一级葵花籽油 5L  (非转基因)""","""3226633""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥125.00 /桶""","""¥135.00 /桶""","{""品牌"": ""福临门"", ""规格"": ""5L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/1384451/1627626995010/Original/5_3226633.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/1384451/Original/1384451_4776550.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/1384451/Original/1384451_4776551.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/1384451/1627626995010/Original/1_3226633.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/1384451/1627626995010/Original/3_3226633.jpg/DetailBig""]","""2021-09-03""",962,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3226633/1658224321421/3226633_16.jpg""]"
"""金龙鱼 自然葵香葵花籽油 4L/桶 4桶/箱  新老包装随机发货""","""3165194""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥75.00 /桶""","""¥75.90 /桶""","{""品牌"": ""金龙鱼"", ""规格"": ""4L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/465211/Original/465211_9458906.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/465211/Original/465211_9458907.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/465211/Original/465211_9458908.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/465211/Original/465211_9458909.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/465211/Original/465211_9458910.jpg/DetailBig""]","""2014-05-30""",648,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3165194/1620437890237/3165194_15.jpg""]"
"""闲趣 韧性饼干 90g/袋  40袋/箱 (自然清咸原味)""","""316028""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥5.96 /袋""","""¥6.60 /袋""","{""品牌"": ""闲趣"", ""规格"": ""90g/袋"", ""包装方式"": ""简装"", ""储存条件"": ""常温、阴凉、避光处"", ""净含量"": ""90g"", ""是否含糖"": ""含糖"", ""适用人群"": ""通用"", ""原产地"": ""中国大陆"", ""质保期"": ""12个月""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/7239/1607075751732/Original/1_316028.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/7239/1607075751732/Original/2_316028.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/7239/1607075751732/Original/3_316028.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/7239/1607075751732/Original/4_316028.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/7239/1607075751732/Original/5_316028.jpg/DetailBig""]","""2012-05-03""",509,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/316028/1607075963089/316028_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/316028/1607075963089/316028_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/316028/1607075963089/316028_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/316028/1607075963089/316028_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/316028/1607075963089/316028_05.jpg""]"
"""雀巢 Nestle 1+2速溶咖啡 15g*48袋/盒； 12盒/箱  (原味)""","""1041300""","[""食品饮料"", ""咖啡及冲调"", ""速溶咖啡""]","""¥82.54 /盒""","""¥88.00 /盒""","{""品牌"": ""雀巢"", ""规格"": ""15g*48袋/盒； 12盒/箱"", ""是否含咖啡因"": ""含咖啡因"", ""是否含糖"": ""含糖""}","[""速溶咖啡"", ""咖啡豆/咖啡粉"", ""咖啡伴侣"", ""糖"", ""奶茶/麦片/蜂蜜"", ""其他冲调""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20592/41293/1629459982783/Original/1_1041300.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20592/41293/1629459982783/Original/2_1041300.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20592/41293/1629459982783/Original/3_1041300.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20592/41293/1629459982783/Original/4_1041300.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20592/41293/1629459982783/Original/5_1041300.jpg/DetailBig""]","""2019-08-08""",645,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041300/1629459853047/1041300_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041300/1629459853047/1041300_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041300/1629459853047/1041300_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041300/1629459853047/1041300_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041300/1629459853047/1041300_05.jpg""]"
"""金龙鱼 纯正葵花籽油900ml""","""3890242""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥16.25 /桶""","""¥20.00 /桶""","{""品牌"": ""金龙鱼""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6404459/1632732733647/Original/1_3890242.jpg/DetailBig""]","""2022-05-09""",390,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/3890242/1632732646041/3890242_01.jpg""]"
"""金沙河 自发小麦粉 2.5kg""","""3597468""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥26.00 /袋""","""¥28.00 /袋""","{""品牌"": ""金沙河"", ""规格"": ""2.5kg"", ""储存条件"": ""阴凉干燥处"", ""净含量"": ""2.5kg"", ""类型"": ""小麦粉"", ""原产地"": ""中国"", ""质保期"": ""180天""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4558924/1608029320175/Original/1_3597468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4558924/1608029320175/Original/2_3597468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4558924/1608029320175/Original/3_3597468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4558924/1608029320175/Original/4_3597468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4558924/1608029320175/Original/5_3597468.jpg/DetailBig""]","""2019-04-27""",615,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_17.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_18.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_19.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3597468/1608029759287/3597468_20.jpg""]"
"""米老头 蛋黄煎饼 300g/袋  (牛奶味/原味 10袋/箱)""","""1055410""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥16.50 /袋""","""¥16.80 /袋""","{""品牌"": ""米老头"", ""规格"": ""300g/袋"", ""包装方式"": ""简装"", ""储存条件"": ""常温、阴凉、避光处"", ""净含量"": ""300g"", ""是否含糖"": ""含糖"", ""适用人群"": ""通用"", ""原产地"": ""中国大陆"", ""质保期"": ""270天""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/55401/1605778770824/Original/1_1055410.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/55401/1605778770824/Original/2_1055410.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/55401/1605778770824/Original/3_1055410.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/55401/1605778770824/Original/4_1055410.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/55401/1605778770824/Original/5_1055410.jpg/DetailBig""]","""2015-01-20""",350,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1055410/1605778701346/1055410_08.jpg""]"
"""达利园 法式奶香小面包 400g/袋  12袋/箱""","""1040291""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥15.64 /袋""","""¥17.34 /袋""",{},"[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40282/1606213013146/Original/1_1040291.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40282/1606213013146/Original/2_1040291.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40282/1606213013146/Original/3_1040291.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40282/1606213013146/Original/4_1040291.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40282/1606213013146/Original/5_1040291.jpg/DetailBig""]","""2016-02-25""",549,[]
"""友臣 肉松饼 208g/袋  20袋/箱""","""3208946""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥15.50 /袋""","""¥16.00 /袋""","{""品牌"": ""友臣"", ""规格"": ""208g/袋"", ""储存条件"": ""常温"", ""加工工艺"": ""烘烤类"", ""净含量"": ""208g"", ""是否含糖"": ""含糖"", ""原产地"": ""中国""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508963/1606213013146/Original/1_3208946.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508963/1606213013146/Original/2_3208946.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508963/1606213013146/Original/3_3208946.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508963/1606213013146/Original/4_3208946.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/508963/1606213013146/Original/5_3208946.jpg/DetailBig""]","""2016-05-29""",262,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208946/194591/3208946_1.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3208946/194591/3208946_2.jpg""]"
